author, day, timestamp, id, title
ansinanser,Wed, 30 Jun 2010 22:15:16 +0000,76133973,#TinyDeclaration Twitter contest for the Fourth of July (Slate) http://bit.ly/dDyYDS
BeckyPallack,Wed, 30 Jun 2010 22:14:52 +0000,452385,George is not MY king. #TinyDeclaration #Independence #BumperSticker
seanshanks,Wed, 30 Jun 2010 22:13:47 +0000,176533,The time has come. The time is now. Just go. Go. GO! I don't care how. King George &amp; England will you please go now! #seuss #TinyDeclaration
eneels13,Wed, 30 Jun 2010 22:05:37 +0000,129749795,#TinyDeclaration We're born with rights. Gov't exist to protect rights. When they failCOMMA the people's duty is to replace them. You failed.
Jamie8208,Wed, 30 Jun 2010 21:47:25 +0000,101582150,RT @slate: Reduce the Declaration of Independence to a single tweet http://slate.me/cs6Fry #TinyDeclaration
Boston1775,Wed, 30 Jun 2010 21:46:13 +0000,33828971,#TinyDeclaration We seek independence based on noble and universal ideas combined with petty and one-sided grievances.
flipster48,Wed, 30 Jun 2010 21:38:50 +0000,47149868,#TinyDeclaration God gave us freedom. It's up to us to protect it at whatever costCOMMA against whatever foe.
eccecattus,Wed, 30 Jun 2010 21:38:46 +0000,14509852,@britishtyrant Public Good: ur doing it unenlightened. All your colony are belong to us. Self-evident: you'll lose the war. #TinyDeclaration
SCOTUSTweets,Wed, 30 Jun 2010 21:34:42 +0000,129490196,Thomas: endowed by their Creator with certain unalienable rights.  Endowed.  Hehe.  http://tinyurl.com/2uhafoa #TinyDeclaration
amiravalliani,Wed, 30 Jun 2010 21:32:15 +0000,50812795,RT @slate: Reduce the Declaration of Independence to a single tweet http://slate.me/cs6Fry #TinyDeclaration
alexdalenberg,Wed, 30 Jun 2010 21:27:24 +0000,121043843,RT @slate: Reduce the Declaration of Independence to a single tweet http://slate.me/cs6Fry #TinyDeclaration
SissyWillis,Wed, 30 Jun 2010 21:26:57 +0000,6473968,RT @Slate: Reduce the Declaration of Independence to a single tweet http://slate.me/cs6Fry #TinyDeclaration
seanshanks,Wed, 30 Jun 2010 21:05:43 +0000,176533,King GeorgeCOMMA this isn't working outCOMMA we don't need you meddling in our affairs anymoreCOMMA we can succeed or fail on our own. #TinyDeclaration
dopeyman,Wed, 30 Jun 2010 21:01:29 +0000,451229,Dear tyrant: We looked at our latest tax return. Consider yourself altered and/or abolished. YeahCOMMA we can do that. Peace. #tinydeclaration
_Patla,Wed, 30 Jun 2010 21:00:28 +0000,15048043,@Slate Dear EnglandCOMMA We've just changed our FB status 2 &quot;single&quot; &amp; un-friended U! UR also blocked on twitter. SignedCOMMA USA #tinydeclaration
seanshanks,Wed, 30 Jun 2010 20:58:03 +0000,176533,KG3. Go onCOMMA now goCOMMA walk out the doorCOMMA just turn around nowCOMMA you're not welcome any more. Leave your key. We will survive. #TinyDeclaration
gordonbelt,Wed, 30 Jun 2010 20:58:01 +0000,11628248,King George IIICOMMA consider this your pink slip: http://bit.ly/aOx83l #TinyDeclaration
BabaGanoush,Wed, 30 Jun 2010 20:53:59 +0000,7871,RT @FrankYoshida: Gotta sayCOMMA all men created equal w/ rights 2 lifeCOMMA liberty&amp;happiness. Y'all hatin tyrantsCOMMA ain't listenin. We outCOMMAya heard! #tinydeclaration
creativemoco,Wed, 30 Jun 2010 20:45:03 +0000,9252143,.@slate's asking you to distill the Declaration of Independence into a tweet! Join in: http://ow.ly/25my1 #TinyDeclaration #smday
FrankYoshida,Wed, 30 Jun 2010 20:44:39 +0000,5554924,Gotta sayCOMMA all men created equal w/ rights 2 lifeCOMMA liberty&amp;happiness. Y'all hatin tyrantsCOMMA ain't listenin. We outCOMMAya heard! #tinydeclaration
jrc03c,Wed, 30 Jun 2010 20:44:18 +0000,10542534,FREEDOM!!!  #tinydeclaration
MollyFulton,Wed, 30 Jun 2010 20:41:30 +0000,8562991,For example: RT@chrisbarncard: TJ has changed his relationship status from &quot;subject&quot; to &quot;founding.&quot; #tinydeclaration
fishingforghoti,Wed, 30 Jun 2010 20:41:21 +0000,4459466,Screw the kingCOMMA everyone rocks hardcore. You are now free to misinterpret and misrepresent our ideals. LoveCOMMA TJ #TinyDeclaration
JamRockStar,Wed, 30 Jun 2010 20:39:11 +0000,19224959,#tinydeclaration taxpayers #win
jenmontfort,Wed, 30 Jun 2010 20:38:14 +0000,70984357,RT @TJMonticello: Take part in Slate.com's #TinyDeclaration project (tweeting the Declaration of Independence). Details here:  http://bit.ly/bpbUxY
jenmontfort,Wed, 30 Jun 2010 20:37:20 +0000,70984357,RT @TJMonticello: Last drink ordersCOMMA your majesty. You don't have to go home but you can't stay here. #TinyDeclaration (from a FB fan) http://bit.ly/cTWrUD
ryanvan,Wed, 30 Jun 2010 20:36:17 +0000,1747125,We're* freeCOMMA you suckCOMMA wanna fight about it? #TinyDeclaration. *Applies to whiteCOMMA maleCOMMA landowners ONLY.
adamhatcher,Wed, 30 Jun 2010 20:34:18 +0000,14202671,RT @TJMonticello: Last drink ordersCOMMA your majesty. You don't have to go home but you can't stay here. #TinyDeclaration (from a FB fan) http://bit.ly/cTWrUD
jason_nifong,Wed, 30 Jun 2010 20:34:15 +0000,550703,RT@chrisbarncard: TJ has changed his relationship status from &quot;subject&quot; to &quot;founding.&quot; #tinydeclaration
betsyll,Wed, 30 Jun 2010 20:29:46 +0000,17900144,RT @sjcaustenite: It's not youCOMMA it's us. We're just not down with total fealty to a tyrant right now--but I really hope we can be friends. #tinydeclaration
TJMonticello,Wed, 30 Jun 2010 20:29:31 +0000,5463393,Last drink ordersCOMMA your majesty. You don't have to go home but you can't stay here. #TinyDeclaration (from a FB fan) http://bit.ly/cTWrUD
2snapshotx,Wed, 30 Jun 2010 20:27:52 +0000,126112175,@Slate #tinydeclaration The life-liberty and happiness thing?  It works for us! To king-we are gone!
BethRussel,Wed, 30 Jun 2010 20:27:51 +0000,129663450,@Slate #tinydeclaration The life-liberty and happiness thing?  It works for us! To king-we are gone!
betsyll,Wed, 30 Jun 2010 20:26:53 +0000,17900144,RT @Joe_King_SEA: @George3 Petition unanswered. You: Tyrant. Us: Free people. Evident: men Equal. Liberty FTW! Pursue: Happiness. Separately. #TinyDeclaration
The18thCentury,Wed, 30 Jun 2010 20:23:36 +0000,104943536,RT @TJMonticello: Take part in Slate.com's #TinyDeclaration project (tweeting the Declaration of Independence). Details here:  http://bit.ly/bpbUxY
BoilermakerKELS,Wed, 30 Jun 2010 20:20:54 +0000,18822141,Do yourself (and America) a favor by clicking on trending topic #TinyDeclaration
_gq,Wed, 30 Jun 2010 20:15:21 +0000,24299952,Our freedom is declaredCOMMA 13 colonies as one with all men being equal having right to lifeCOMMA liberty and pursuit of happiness.#TinyDeclaration
ainttellinshit,Wed, 30 Jun 2010 20:09:42 +0000,86759728,@PottyMouthCon I couldn't have said that shit any betterCOMMA fuckerito.  #TinyDeclaration
lauren_keith,Wed, 30 Jun 2010 20:08:58 +0000,9869588,So much profanity in #tinydeclaration. I wonder how the Founding Fathers avoided it.
0x5243,Wed, 30 Jun 2010 20:08:31 +0000,92265346,No more kings. http://www.youtube.com/watch?v=p0LmYEjXNIg #TinyDeclaration
Darcysport,Wed, 30 Jun 2010 20:03:11 +0000,3926409,@PottyMouthCon I like it! #TinyDeclaration
pottymouthcon,Wed, 30 Jun 2010 20:01:35 +0000,15895914,Quit taxing my shit and leave me the fuck alone.  You work for meCOMMA asshole. #TinyDeclaration
0x5243,Wed, 30 Jun 2010 20:01:08 +0000,92265346,Equal rights 4 all. No rule w/o consent. Brits have been real bad. We tried to patch things up. Ignored! So TTFN #TinyDeclaration
zumothecat,Wed, 30 Jun 2010 20:00:59 +0000,4642280,It's not youCOMMA it's me. OkayCOMMA it's kind of you. #TinyDeclaration
RachaelBL,Wed, 30 Jun 2010 19:59:30 +0000,20100370,RT @slate: Reduce the Declaration of Independence to a single tweet http://slate.me/cs6Fry #TinyDeclaration
Jamie8208,Wed, 30 Jun 2010 19:55:04 +0000,101582150,Please do not confuse me with the Constitution for hundreds of years to come. #tinydeclaration
chrisbarncard,Wed, 30 Jun 2010 19:54:54 +0000,2023601,TJ has changed his relationship status from &quot;subject&quot; to &quot;founding.&quot; #tinydeclaration
yngfrnkstn,Wed, 30 Jun 2010 19:38:55 +0000,783527,#TinyDeclaration The United States is now single.
bestplayer,Wed, 30 Jun 2010 19:36:47 +0000,864369,White men are created equal. We white men on this side of the Atlantic tire of those on the other. You're bad. Peace. #TinyDeclaration
JamRockStar,Wed, 30 Jun 2010 19:30:30 +0000,19224959,lol RT @AsparagusPith: We declare these united colonies are free. Now how do we put a treasure map on the back of a tweet? #TinyDeclaration
yngfrnkstn,Wed, 30 Jun 2010 19:30:07 +0000,783527,#TinyDeclaration Brits: We'll make our OWN version of The OfficeCOMMA Thank you very much.  Enclosed your LPs and your I \u2665 New Amsterdam hoodie.
badanes,Wed, 30 Jun 2010 19:28:25 +0000,2774282,Our Rights from Creator (h/t @JLocke). LifeCOMMA LibertyCOMMA PoH FTW! Your transgressions = FAIL. GTFOCOMMA @GeorgeIII. -HANCOCK et al #TinyDeclaration
AsparagusPith,Wed, 30 Jun 2010 19:23:57 +0000,27793449,When in the Cour\u2014 Twitter is over capacity. Too many tweets! Please wait a moment and try again. #TinyDeclaration
SissyWillis,Wed, 30 Jun 2010 19:23:08 +0000,6473968,@kinggeorge3: We're tired of your abuse of our God-given rights. After careful consideration we declare our independence #TinyDeclaration
theGsayeth,Wed, 30 Jun 2010 19:17:29 +0000,116545314,#tinydeclaration @kinggeorge3 All we want are sexCOMMA drugsCOMMA &amp; cocopuffsCOMMA also be free and independent and stuff.
theGsayeth,Wed, 30 Jun 2010 19:15:38 +0000,116545314,#TinyDeclaration A Slate Twitter contest: Reduce the Declaration of Independence to a single tweet. http://www.slate.com/id/2258130/
EmZeeGee,Wed, 30 Jun 2010 19:04:26 +0000,119495,#TinyDeclaration We are no longer coloniesCOMMA we're a nation. Why? Because we said so.
eszmutko,Wed, 30 Jun 2010 19:03:58 +0000,17207809,#TinyDeclaration King GeorgeCOMMA respect requires we tell you that we will no longer stand for your abuses and are now free.
AsparagusPith,Wed, 30 Jun 2010 19:02:46 +0000,27793449,We declare these united colonies are free. Now how do we put a treasure map on the back of a tweet? #TinyDeclaration
EmZeeGee,Wed, 30 Jun 2010 19:01:47 +0000,119495,#TinyDeclaration Our rights come from our CreatorCOMMA not you. Plus you've been an ass to us. So we're leavingCOMMA we'll take care of ourselves.
Kiowah,Wed, 30 Jun 2010 18:58:49 +0000,13636954,RT @SissyWillis: We're tired of your royal routing of our God-given rights &amp; after careful consideration do hereby declare our independence. #TinyDeclaration
davidkomatar,Wed, 30 Jun 2010 18:58:24 +0000,16840345,13 coloniesCOMMA you sneak up behind the king and kneel down and i'll start talking to him then push him over.  #Tinydeclaration
EmZeeGee,Wed, 30 Jun 2010 18:55:43 +0000,119495,#tinydeclaration Govt: You're doin' it wrong! We get no say in it! And so we must leave. We're free now. We'll govern ourselves.
AnnMaysMachine,Wed, 30 Jun 2010 18:55:23 +0000,129707105,OhCOMMA yea?! Come over here and make us! #TinyDeclaration
SissyWillis,Wed, 30 Jun 2010 18:55:08 +0000,6473968,We're tired of your royal routing of our God-given rights &amp; after careful consideration do hereby declare our independence. #TinyDeclaration
JamRockStar,Wed, 30 Jun 2010 18:53:43 +0000,19224959,everyone should check out #tinydeclaration h/t @profyoung
TheRhinosHorn,Wed, 30 Jun 2010 18:52:30 +0000,122207475,To the world:  We're now a nationCOMMA not colonies; people are born free and have the right to reject a tyrant.  #TinyDeclaration.
profyoung,Wed, 30 Jun 2010 18:50:52 +0000,3561563,#tinydeclaration via @JohnLocke-we have rights; you have usurped them. @JohnHancock et al agree we decry your abuses &amp; reject your authority
SissyWillis,Wed, 30 Jun 2010 18:49:47 +0000,6473968,&quot;The most valuable of all talents is that of never using two words when one will do.&quot; @Slate challenge #TinyDeclaration http://bit.ly/9PVqQl
SissyWillis,Wed, 30 Jun 2010 18:44:23 +0000,6473968,RT @MagHag: RT @davidkomatar: Dear kingCOMMA perhaps it would be better if we were &quot;just friends&quot; #Tinydeclaration
mauisadie,Wed, 30 Jun 2010 18:43:22 +0000,1723391,@KingGeorge3 your tyrany just isn't working for us. We're out and we're taking our colonies with us. #TinyDeclaration
SissyWillis,Wed, 30 Jun 2010 18:40:54 +0000,6473968,We're fed up w/ your royal rout'g of r God-given rights sir &amp; after careful consideration do hereby declare r independence #TinyDeclaration
Joe_King_SEA,Wed, 30 Jun 2010 18:38:49 +0000,1894739,@George3 Petition unanswered. You: Tyrant. Us: Free people. Evident: men Equal. Liberty FTW! Pursue: Happiness. Separately. #TinyDeclaration
AEI_Citizenship,Wed, 30 Jun 2010 18:37:23 +0000,127689910,@KingGeorge3 It's so easy to see. People everywhere just wanna be free. #tinydeclaration
MagHag,Wed, 30 Jun 2010 18:36:35 +0000,6797854,RT @davidkomatar: dear kingCOMMA perhaps it would be better if we were &quot;just friends&quot; #Tinydeclaration
MagHag,Wed, 30 Jun 2010 18:36:23 +0000,6797854,#TinyDeclaration  we dont need you or want you in our lives.  we deserve to try this on our own.  adios.
danastabenow,Wed, 30 Jun 2010 18:35:58 +0000,1046007,#TinyDeclaration http://twitpic.com/21amic
Rynskald,Wed, 30 Jun 2010 18:29:54 +0000,29887034,#tinydeclaration GET. OUT. BRITS.
seanshanks,Wed, 30 Jun 2010 18:26:14 +0000,176533,TruthCOMMA men are created =COMMA have right to LifeCOMMA LibertyCOMMA &amp; Pursuit of HappyCOMMA Govt destructive 2 these ends should be replaced.#TinyDeclaration
davidkomatar,Wed, 30 Jun 2010 18:25:10 +0000,16840345,dear kingCOMMA perhaps it would be better if we were &quot;just friends&quot; #Tinydeclaration
Btung423,Wed, 30 Jun 2010 18:23:46 +0000,9660538,#TinyDeclaration KG3COMMA we found a nice plotCOMMA bye!
erinvang,Wed, 30 Jun 2010 18:23:20 +0000,7693402,You were right about taxation without representation. We're switching sides. Time to find us some colonies of our own. #tinydeclaration
Btung423,Wed, 30 Jun 2010 18:22:15 +0000,9660538,#TinyDeclaration annndd.......we're out.
Beautifulheart,Wed, 30 Jun 2010 18:20:46 +0000,5483466,HeyCOMMA we tried to warn you. Mess with usCOMMA you're outta here #tinydeclaration
GrahamRoth,Wed, 30 Jun 2010 18:20:04 +0000,21424332,Dear EnglandCOMMA we're leavingCOMMA it's you. #selfevident #independence #equality #tyranny #newcountry #TinyDeclaration
Beautifulheart,Wed, 30 Jun 2010 18:18:23 +0000,5483466,Govt derives power from governedCOMMA who have rightCOMMA duty to alter/abolish &amp; establish new govtCOMMA esp after suffering abuses #tinydeclaration
patiokerr,Wed, 30 Jun 2010 18:14:01 +0000,16135303,Go on now goCOMMA walk out the door. Don't turn around nowCOMMA you're not welcome anymore. I will survive. #tinydeclaration
RobMartin,Wed, 30 Jun 2010 18:13:13 +0000,1322691,We're leaving. #TinyDeclaration
harbatkat,Wed, 30 Jun 2010 18:12:37 +0000,49683807,Peace outCOMMA England (no hard feelings). Epic failCOMMA King George. Men have rights. #TinyDeclaration
dcgrrl,Wed, 30 Jun 2010 18:09:36 +0000,1330137,7/4/76 13 States: ObvCOMMA we all get LifeCOMMA Librty &amp; opps for :) - Govt should protect thisCOMMA @kinggeorge3 didn't. #fail Kthxbye #tinydeclaration
mwanophoto,Wed, 30 Jun 2010 18:01:03 +0000,33402440,Dear KG3: we've had it with the rainCOMMA the bad teethCOMMA and crap government. Gone to see a guy about a country... #TinyDeclaration
AsparagusPith,Wed, 30 Jun 2010 17:59:41 +0000,27793449,Three words that sum up our grievances? Merciless Indian Savages. SeriouslyCOMMA those guys are the worst. #TinyDeclaration
MWM4444,Wed, 30 Jun 2010 17:56:10 +0000,54544057,DespotismCOMMA oppressionCOMMA taxatn w/out representation: Blow 'em out yr 3 lionsCOMMA Georgie. You're outa hereCOMMA England! #TinyDeclaration
wingsfrompye,Wed, 30 Jun 2010 17:55:42 +0000,117,RT @thekmgirl: RT @tahDeetz: We justifiably invoke our G-d given rights &amp; we smash your burdensome yoke as we throw it 2 the ground. #TinyDeclaration #tcot
AEI_Citizenship,Wed, 30 Jun 2010 17:54:37 +0000,127689910,Reduce the Declaration of Independence to a single tweet. #tinydeclaration http://fb.me/yPSgyuXZ
stackiii,Wed, 30 Jun 2010 17:51:32 +0000,846771,HeyCOMMA uhCOMMA England &amp; Magna Carta- I'mma letchoo finishCOMMA but we got the best principles for liberty EVAH! #tinydeclaration http://bit.ly/b4z5Cs
jcsnotes,Wed, 30 Jun 2010 17:51:04 +0000,4083822,We hold these truths to be self-evident.  BlahCOMMA blahCOMMA blah.  #TinyDeclaration
BorisHeersink,Wed, 30 Jun 2010 17:50:22 +0000,117138011,RT @stevemarlowe: @GB: 4 Jul we brk ^ with ur Empire.  Nt usCOMMA u. Gt 99 problems &amp; ur king is 1.  &amp; tx w/o voteCOMMA 1/4ed army &amp; wnt listn. Bye. #TinyDeclaration
BorisHeersink,Wed, 30 Jun 2010 17:48:47 +0000,117138011,Freedom for all! (all does not include non-menCOMMA non-whitesCOMMA non-straightsCOMMA non-wealthy) #TinyDeclaration
vijtable,Wed, 30 Jun 2010 17:45:42 +0000,128342006,RT @davidplotz: Reduce the Declaration of Independence to a single tweet. #tinydeclaration. http://bit.ly/a1wazd
eleanoram,Wed, 30 Jun 2010 17:44:53 +0000,3595560,#TinyDeclaration: A Slate Twitter contest for the Fourth of July. -  - Slate Magazine http://bit.ly/c49ge3
ethanfry,Wed, 30 Jun 2010 17:42:26 +0000,7316208,When the government turns its back on the peopleCOMMA the people should turn their backs on the government. #tinydeclaration
malinian,Wed, 30 Jun 2010 17:33:55 +0000,16814460,@kinggeorge3 can SMD. #TinyDeclaration
gb,Wed, 30 Jun 2010 17:29:12 +0000,19461,HeyCOMMA #TinyDeclaration kids\u2026 I'M NOT FUCKING GREAT BRITAIN! Knock it off. I'm Mongolia.
hastac,Wed, 30 Jun 2010 17:29:09 +0000,15389007,RT @joncamfield: Error: Local expects govt.leader to be arrayCOMMA string given. Abort connection. Reload Equality module. #TinyDeclaration
Thx4SharingJerk,Wed, 30 Jun 2010 17:28:33 +0000,108644254,@kinggeorge3 EnglandCOMMA WTF? SMH. We're gone. LOL. #tinydeclaration
joncamfield,Wed, 30 Jun 2010 17:27:54 +0000,46518,Error: Local expects govt.leader to be arrayCOMMA string given. Aborting connection. Reloading Equality module. #TinyDeclaration
edilluminator,Wed, 30 Jun 2010 17:22:51 +0000,10808825,@GB: 4 Jul we brk ^ with ur Empire.  Nt usCOMMA u. Gt 99 problems &amp; ur king is 1.  &amp; tx w/o voteCOMMA 1/4ed army &amp; wnt listn. Bye. #TinyDeclaration
marlawoffice,Wed, 30 Jun 2010 17:22:41 +0000,26594920,@GB: 4 Jul we brk ^ with ur Empire.  Nt usCOMMA u. Gt 99 problems &amp; ur king is 1.  &amp; tx w/o voteCOMMA 1/4ed army &amp; wnt listn. Bye. #TinyDeclaration
stevemarlowe,Wed, 30 Jun 2010 17:22:40 +0000,494338,@GB: 4 Jul we brk ^ with ur Empire.  Nt usCOMMA u. Gt 99 problems &amp; ur king is 1.  &amp; tx w/o voteCOMMA 1/4ed army &amp; wnt listn. Bye. #TinyDeclaration
SiriusHat,Wed, 30 Jun 2010 17:20:56 +0000,69598842,BritainCOMMA you're the Jesse James to our Sandra Bullock. You have mistreated us so we must dissolve these ties and move on. #TinyDeclaration
janflora,Wed, 30 Jun 2010 17:20:41 +0000,3003237,@rchphd lol for your #tinydeclaration :)
thekmgirl,Wed, 30 Jun 2010 17:15:02 +0000,385147,RT @tahDeetz: We justifiably invoke our G-d given rights &amp; we smash your burdensome yoke as we throw it 2 the ground. #TinyDeclaration #tcot
LNclrk,Wed, 30 Jun 2010 17:07:32 +0000,59421585,@kinggeorge3 we don't want no part of yo tight ass country clubCOMMA ya freak bitch! #tinydeclaration
wingsfrompye,Wed, 30 Jun 2010 17:07:08 +0000,117,@kinggeorge3 You cannot rule us from across the ocean without being tyrannical. We will govern ourselves; it is Right. #TinyDeclaration
tatbaar,Wed, 30 Jun 2010 17:04:07 +0000,99031419,OR: Bye GeorgeCOMMA u twit; we're sick of your shit. And by our signatures here belowCOMMA we take our leave.  Away you go. #TinyDeclaration
gingersquints,Wed, 30 Jun 2010 17:03:06 +0000,35320370,Freedom belongs to each personCOMMA not kings or governmentsCOMMA thus we claim our liberty to rule ourselves. #TinyDeclaration
rhondalisi,Wed, 30 Jun 2010 17:01:25 +0000,38203168,@kInggeorge3 July 4 Independence Day. Facts  =Tyranny.  You're an unfit ruler. US of A assumes all its responsibilites.  #TinyDeclaration
sdpdx,Wed, 30 Jun 2010 16:58:18 +0000,6157625,W/ rights of Life Liberty &amp; Equality we pledge R lives fortunes &amp; honor 2B FREE of King G (original Party of NO &amp; bullies) #TinyDeclaration
ian_okc,Wed, 30 Jun 2010 16:00:08 +0000,1638280,RT @davidplotz: Reduce the Declaration of Independence to a single tweet. #tinydeclaration. http://bit.ly/a1wazd
betsyboo116,Wed, 30 Jun 2010 15:59:43 +0000,69829341,RT @Jen_Fletch Dear King GeorgeCOMMA Go f*** yourself. SincerelyCOMMA General George WashingtonCOMMA et al #TinyDeclaration http://slate.me/cs6Fry
lumazur,Wed, 30 Jun 2010 14:32:10 +0000,5396525,RT @davidplotz: Reduce the Declaration of Independence to a single tweet. #tinydeclaration. http://bit.ly/a1wazd
ToddHouse,Wed, 30 Jun 2010 13:21:29 +0000,12005840,RT @henothe1st: &quot;The 4th of July just isn't your day.  And 13 is an unlucky number.&quot; #TinyDeclaration
jason_nifong,Wed, 30 Jun 2010 13:20:22 +0000,550703,RT @slate: Reduce the Declaration of Independence to a single tweet http://slate.me/cs6Fry #TinyDeclaration
ToddHouse,Wed, 30 Jun 2010 13:18:22 +0000,12005840,RT @criticalowl: @KG3COMMA I hate to say it. ButCOMMA we want housesCOMMA SUVsCOMMA and guns. OhCOMMA and in this country corporations are people too. Kthxbye! #TinyDeclaration
LenTesta,Wed, 30 Jun 2010 13:15:28 +0000,9347969,RT @modestholdings: Crowdsourcing government. Membership eligibility applies. #TinyDeclaration
dianestaudt,Wed, 30 Jun 2010 13:06:42 +0000,31779194,RT @slate: Reduce the Declaration of Independence to a single tweet http://slate.me/cs6Fry #TinyDeclaration
rchphd,Wed, 30 Jun 2010 13:03:03 +0000,75471681,Ever wonder why a people might resort to  violent revolution? Check out our free white paper:  http://bit.ly/vODw6  #tinydeclaration #slate
2ricz,Wed, 30 Jun 2010 13:00:33 +0000,129633162,King? Do not want! Equality FTW! #TinyDeclaration
mrtiedt,Wed, 30 Jun 2010 12:54:34 +0000,109228544,LifeCOMMA libertyCOMMA pursuit of happiness? EPIC WIN! #TinyDeclaration
duncm,Wed, 30 Jun 2010 12:35:39 +0000,4685646,oh haiCOMMA do not want yr king. all kittehs r creatd equal. #TinyDeclaration
yahelc,Wed, 30 Jun 2010 12:35:30 +0000,1226375,Thinking about my #tinydeclaration submission is just an excuse for me to re-read the Declaration of Independence. #theresanappforthat
derrickjeter,Wed, 30 Jun 2010 12:26:25 +0000,53298245,Yet another #TinyDeclaration: @KingGeorge3 &quot;It's been funCOMMA but it's time for you to go.&quot; #DeclarationofIndependence http://bit.ly/d1RyBg
jamestinniswood,Wed, 30 Jun 2010 12:00:57 +0000,3369877,RT @america @england unfollowed. #TinyDeclaration
xiidaen,Wed, 30 Jun 2010 11:58:51 +0000,3463236,KG3COMMA we need 2 talk. All MenR= Life Liberty &amp; Happy -duh! ArmiesCOMMA taxesCOMMA bad laws 2 much. We warned you Gotta go -ThePeople.#TinyDeclaration
SPStouffs,Wed, 30 Jun 2010 11:44:46 +0000,107982998,RT @tenshirei: KoECOMMA GTFO. KthxCOMMA USA. (Attempt #1 at #TinyDeclaration)
adruin,Wed, 30 Jun 2010 11:42:54 +0000,91992117,RT @golbeck Summarize the Declaration of Independence in 1 tweet for Slate http://www.slate.com/id/2258130/ My entries soon #TinyDeclaration
omgapony,Wed, 30 Jun 2010 11:28:47 +0000,49714957,No kings for usCOMMA all men are equal. Someday maybe women too. LiberteCOMMA egaliteCOMMA etc rules!  #TinyDeclaration
ErinSlifka,Wed, 30 Jun 2010 11:10:25 +0000,128491560,Dear EnglandCOMMA it\u2019s not usCOMMA it\u2019s you. You don't own us. It's better if we just end this now. Don't call. #TinyDeclaration
Esu_Ken,Wed, 30 Jun 2010 10:08:08 +0000,116401982,Interesting proposal: RT @Slate: Reduce the Declaration of Independence to a single tweet http://slate.me/cs6Fry #TinyDeclaration
taureanb,Wed, 30 Jun 2010 09:54:52 +0000,1128042,I like this idea a lot :)\nhttp://bit.ly/9c1DsW  #tinydeclaration
marcec,Wed, 30 Jun 2010 09:25:23 +0000,139535,#TinyDeclaration: A Slate Twitter contest for the Fourth of July. - - Slate Magazine http://bit.ly/aGJrXD #funny
searsmc,Wed, 30 Jun 2010 09:09:53 +0000,91377479,@slate's challenging readers to condense the declaration of independence to 1 tweetCOMMA try your hand: http://slate.me/cs6Fry #TinyDeclaration
searsmc,Wed, 30 Jun 2010 09:07:09 +0000,91377479,@slate: @KG3 in the course of human events.self-evident truths.unalienable rights.independent states.just wanna be free #TinyDeclaration
USEmbassySLO,Wed, 30 Jun 2010 08:43:38 +0000,30436223,#TinyDeclaration We've had it with you monkey fighting Brits on this Monday-Friday continent Strap in we're declaring independence L8r KGIII
CJFarris_v2pt0,Wed, 30 Jun 2010 07:57:50 +0000,100159251,PeaceCOMMA England! WellCOMMA not really. #TinyDeclaration
Joe_King_SEA,Wed, 30 Jun 2010 07:53:04 +0000,1894739,Claim your natural rights. No tyrant may annul them! Endorse our blueprint for democracy at independence.com. Liberty FTW! #TinyDeclaration
Henry_Vauban,Wed, 30 Jun 2010 07:50:40 +0000,101477392,We the &quot;peopleCOMMA&quot; write this messageCOMMA to justify our rule and the violence required in its maintenance. #TinyDeclaration
Joe_King_SEA,Wed, 30 Jun 2010 07:27:15 +0000,1894739,Living free? Happy? Not under @George3! Check out our List of Abuses. Sign up now for Free &amp; Independent rule by consent. #TinyDeclaration
andrewroush,Wed, 30 Jun 2010 07:24:32 +0000,1440195,RT @The_Real_JohnLocke: All men are created equalCOMMA governments must rule with the consent of the governed. #TinyDeclaration
peffp,Wed, 30 Jun 2010 07:16:56 +0000,4846035,AmericaCOMMA Fuck Yeah! #TinyDeclaration
Joe_King_SEA,Wed, 30 Jun 2010 07:09:37 +0000,1894739,@George3 Total Tyrant! We\u2019re SO over. New Govt PledgedCOMMA Free &amp; IndependentCOMMA to rule by Consent. Liberty FTW! Happy now? #TinyDeclaration
Joe_King_SEA,Wed, 30 Jun 2010 06:47:24 +0000,1894739,Note: @George3 insufferable; history! Just power derived from consent. Unalienable rights endowed by Creator. Pledged now! #TinyDeclaration
quinceyquick,Wed, 30 Jun 2010 06:37:51 +0000,17951751,@kinggeorge3 u suxx0rz kthxbai #TinyDeclaration
Joe_King_SEA,Wed, 30 Jun 2010 06:36:40 +0000,1894739,Note: @George3 insufferable; history! Just power derived from consent. Unalienable rights endowed by creator. Pledged now! #TinyDeclaration
keewood,Wed, 30 Jun 2010 06:35:01 +0000,11947506,RT @SocialMedia411: A Slate Twitter Contest: Reduce the Declaration of Independence to a single tweet: http://bit.ly/9WoMEs #TinyDeclaration
zlinemedia,Wed, 30 Jun 2010 06:35:01 +0000,94436562,RT @SocialMedia411: A Slate Twitter Contest: Reduce the Declaration of Independence to a single tweet: http://bit.ly/9WoMEs #TinyDeclaration
JessKuchinski,Wed, 30 Jun 2010 06:32:11 +0000,20309875,Sports analogy @KG: ur playing soccer vs a new young team. U feel no threat.. then u fumble the ball right into ur own net. #TinyDeclaration
modestholdings,Wed, 30 Jun 2010 06:21:19 +0000,79597269,Crowdsourcing government. Membership eligibility applies. #TinyDeclaration
